trading_date,sector,article_count,covered_tickers,coverage_share,has_news,breadth,rolling_21d_article_count,rolling_21d_covered_tickers,rolling_21d_breadth
2020-02-11,Healthcare,17,3,0.6,True,0.368152866242,439,5,0.733016374113
2020-02-11,Industrials,7,4,0.8,True,0.653333333333,293,5,0.850200544689
2020-02-11,Materials,14,5,1,True,0.6125,225,5,0.758143017596
2020-02-11,RealEstate,14,3,0.6,True,0.455813953488,118,5,0.727861996864
2020-02-11,Tech,28,4,0.8,True,0.712727272727,552,5,0.635514954324
2020-02-11,Utilities,26,4,0.8,True,0.524031007752,282,5,0.780029426189
2020-02-12,Comm,18,5,1,True,0.611320754717,330,5,0.860597439545
2020-02-12,Consumer,26,5,1,True,0.427848101266,665,5,0.599054463191
2020-02-12,Energy,17,5,1,True,0.664367816092,374,5,0.845121140717
2020-02-12,Financials,6,4,0.8,True,0.6,292,5,0.937379067722
2020-02-12,Healthcare,15,4,0.8,True,0.542168674699,430,5,0.717027959825
2020-02-12,Industrials,7,5,1,True,0.753846153846,290,5,0.860534124629
2020-02-12,Materials,4,4,0.8,True,0.8,225,5,0.752732138874
2020-02-12,RealEstate,5,2,0.4,True,0.384615384615,120,5,0.732079308592
2020-02-12,Tech,15,4,0.8,True,0.737704918033,528,5,0.634667395165
2020-02-12,Utilities,17,4,0.8,True,0.520720720721,293,5,0.787352684918
2020-02-13,Comm,20,5,1,True,0.754716981132,346,5,0.864875018061
2020-02-13,Consumer,37,5,1,True,0.679404466501,683,5,0.607894342475
2020-02-13,Energy,22,4,0.8,True,0.722388059701,373,5,0.830744887297
2020-02-13,Financials,12,5,1,True,0.96,266,5,0.951021505376
2020-02-13,Healthcare,14,5,1,True,0.725925925926,435,5,0.709624796085
2020-02-13,Industrials,14,5,1,True,0.52972972973,294,5,0.869140271493
2020-02-13,Materials,13,3,0.6,True,0.50447761194,234,5,0.746299577484
2020-02-13,RealEstate,12,4,0.8,True,0.626086956522,130,5,0.782045349375
2020-02-13,Tech,19,4,0.8,True,0.504895104895,535,5,0.659284340485
2020-02-13,Utilities,28,4,0.8,True,0.526174496644,316,5,0.793830988155
2020-02-14,Comm,1,1,0.2,True,0.2,338,5,0.869238377844
2020-02-14,Consumer,23,5,1,True,0.795488721805,679,5,0.620199764587
2020-02-14,Energy,12,4,0.8,True,0.626086956522,372,5,0.823371214375
2020-02-14,Financials,7,3,0.6,True,0.515789473684,237,5,0.943778879274
2020-02-14,Healthcare,7,4,0.8,True,0.753846153846,430,5,0.71079844693
2020-02-14,Industrials,13,5,1,True,0.824390243902,297,5,0.868583526168
2020-02-14,Materials,10,3,0.6,True,0.555555555556,240,5,0.741694566057
2020-02-14,RealEstate,9,4,0.8,True,0.522580645161,132,5,0.806666666667
2020-02-14,Tech,45,4,0.8,True,0.390549662488,556,5,0.7051138178
2020-02-14,Utilities,19,4,0.8,True,0.662385321101,325,5,0.799492866064
2020-02-18,Comm,23,5,1,True,0.860162601626,344,5,0.877538005191
2020-02-18,Consumer,54,5,1,True,0.603726708075,714,5,0.62697823146
2020-02-18,Energy,22,5,1,True,0.849122807018,381,5,0.839784790721
2020-02-18,Financials,20,5,1,True,0.851063829787,211,5,0.946148124535
2020-02-18,Healthcare,30,4,0.8,True,0.491803278689,452,5,0.691899214305
2020-02-18,Industrials,5,3,0.6,True,0.555555555556,298,5,0.872252234555
2020-02-18,Materials,24,5,1,True,0.654545454545,260,5,0.733905113451
2020-02-18,RealEstate,14,4,0.8,True,0.675862068966,143,5,0.793673588201
2020-02-18,Tech,28,5,1,True,0.670085470085,565,5,0.708200685517
2020-02-18,Utilities,33,4,0.8,True,0.714098360656,347,5,0.802753425114
2020-02-19,Comm,7,2,0.4,True,0.392,343,5,0.885211241112
2020-02-19,Consumer,20,5,1,True,0.816326530612,711,5,0.631352762288
2020-02-19,Energy,9,4,0.8,True,0.6,359,5,0.840519124792
2020-02-19,Financials,8,4,0.8,True,0.64,202,5,0.93032375741
2020-02-19,Healthcare,19,5,1,True,0.65045045045,460,5,0.709424347068
2020-02-19,Industrials,6,4,0.8,True,0.6,292,5,0.877472470927
